district,Kode Wilayah,,,regency_code,code
Pandawan,63,07,05,6307,630705
Pandeglang,36,01,21,3601,360121
Pandih Batu,62,11,01,6211,621101
Pandrah,11,11,08,1111,111108
Panei,12,08,04,1208,120804
Panekan,35,20,08,3520,352008
Panga (Keude Panga),11,14,06,1114,111406
Pangale,76,06,02,7606,760602
Pangalengan,32,04,15,3204,320415
Pangandaran,32,18,09,3218,321809
Pangarengan,35,27,13,3527,352713
Pangaribuan,12,02,13,1202,120213
Pangatikan,32,05,41,3205,320541
Pangean,14,09,09,1409,140909
Pangenan,32,09,11,3209,320911
Panggang,34,03,06,3403,340306
Panggarangan,36,02,02,3602,360202
Panggema,95,03,20,9503,950320
Panggul,35,03,01,3503,350301
Panggungrejo,35,05,13,3505,350513
Panggungrejo,35,75,04,3575,357504
Pangkah,33,28,09,3328,332809
Pangkajene,73,10,04,7310,731004
Pangkal Balam,19,71,03,1971,197103
Pangkalan,32,15,02,3215,321502
Pangkalan Banteng,62,01,06,6201,620106
Pangkalan Baru,19,04,02,1904,190402
Pangkalan Jambu,15,02,17,1502,150217
Pangkalan Kerinci,14,05,02,1405,140502
Pangkalan Koto Baru,13,07,06,1307,130706
Pangkalan Kuras,14,05,03,1405,140503
Pangkalan Lada,62,01,05,6201,620105
Pangkalan Lampam,16,02,19,1602,160219
Pangkalan Lesung,14,05,04,1405,140504
Pangkalan Susu,12,05,15,1205,120515
Pangkatan,12,10,14,1210,121014
Pangkur,35,21,14,3521,352114
Panguragan,32,09,25,3209,320925
Pangururan,12,17,08,1217,121708
Paniai Barat,94,03,02,9403,940302
Paniai Timur,94,03,01,9403,940301
Panimbang,36,01,06,3601,360106
Paninggaran,33,26,02,3326,332602
Panjalu,32,07,08,3207,320708
Panjang,18,71,04,1871,187104
Panjatan,34,01,03,3401,340103
Panji,35,12,08,3512,351208
Panombeian Panei / Pane,12,08,05,1208,120805
Panongan,36,03,19,3603,360319
Pantai Barat,91,10,03,9110,911003
Pantai Baru,53,14,05,5314,531405
Pantai Cermin,13,02,03,1302,130203
Pantai Cermin,12,18,01,1218,121801
Pantai Kasuari,93,04,06,9304,930406
Pantai Labu,12,07,32,1207,120732
Pantai Lunci,62,08,04,6208,620804
Pantai Timur,91,10,04,9110,911004
Pantai Timur Bagian Barat,91,10,14,9110,911014
Pantan Cuaca,11,13,11,1113,111311
Pantar,53,05,06,5305,530506
Pantar Barat,53,05,09,5305,530509
Pantar Baru Laut,53,05,17,5305,530517
Pantar Tengah,53,05,16,5305,530516
Pantar Timur,53,05,14,5305,530514
Pante Bidari,11,03,11,1103,110311
Pante Ceureumen (Pantai Ceuremen),11,05,08,1105,110508
Panteraja,11,18,07,1118,111807
Panti,35,09,14,3509,350914
Panti,13,08,07,1308,130807
Panton Reu,11,05,12,1105,110512
Panumbangan,32,07,07,3207,320707
Panyabungan,12,13,01,1213,121301
Panyabungan Barat,12,13,05,1213,121305
Panyabungan Selatan,12,13,04,1213,121304
Panyabungan Timur,12,13,03,1213,121303
Panyabungan Utara,12,13,02,1213,121302
Panyileukan,32,73,28,3273,327328
Panyingkiran,32,10,18,3210,321018
Panyipatan,63,01,06,6301,630106
Papalang,76,02,07,7602,760207
Papar,35,06,14,3506,350614
Parado,52,06,16,5206,520616
Parakan,33,23,08,3323,332308
Parakansalak (Parakan Salak),32,02,15,3202,320215
Paramasan (Peramasan),63,03,17,6303,630317
Parang,35,20,02,3520,352002
Paranggupito,33,12,24,3312,331224
Paranginan,12,16,04,1216,121604
Parangloe,73,06,05,7306,730605
Parbuluan,12,11,10,1211,121110
Pardasuka,18,10,04,1810,181004
Pare,35,06,17,3506,350617
Parengan,35,23,09,3523,352309
Parenggean,62,02,04,6202,620204
Pariaman Selatan,13,77,03,1377,137703
Pariaman Tengah,13,77,01,1377,137701
Pariaman Timur,13,77,04,1377,137704
Pariaman Utara,13,77,02,1377,137702
Pariangan,13,04,09,1304,130409
Parigi,73,06,17,7306,730617
Parigi,72,08,01,7208,720801
Parigi,74,03,25,7403,740325
Parigi,32,18,01,3218,321801
Parigi Barat,72,08,16,7208,720816
Parigi Selatan,72,08,11,7208,720811
Parigi Tengah,72,08,20,7208,720820
Parigi Utara,72,08,19,7208,720819
Parindu,61,03,09,6103,610309
Paringin,63,11,06,6311,631106
Paringin Selatan,63,11,07,6311,631107
Parittiga,19,05,06,1905,190506
Pariwari,92,03,10,9203,920310
Parlilitan,12,16,01,1216,121601
Parmaksian,12,12,24,1212,121224
Parmonangan,12,02,11,1202,120211
Paro,95,08,11,9508,950811
Paron,35,21,10,3521,352110
Parongpong,32,17,02,3217,321702
Parung,32,01,10,3201,320110
Parung Panjang,32,01,20,3201,320120
Parungkuda (Parung Kuda),32,02,13,3202,320213
Parungponteng,32,06,07,3206,320607
Pasak Talawang,62,03,14,6203,620314
Pasaleman,32,09,32,3209,320932
Pasaman,13,12,03,1312,131203
Pasan,71,07,11,7107,710711
Pasangkayu,76,01,02,7601,760102
Pasar Jambi,15,71,04,1571,157104
Pasar Kemis,36,03,12,3603,360312
Pasar Kliwon,33,72,03,3372,337203
Pasar Manna,17,01,11,1701,170111
Pasar Minggu,31,74,04,3174,317404
Pasar Muaro Bungo (Pasar Muara Bungo),15,08,03,1508,150803
Pasar Rebo,31,75,05,3175,317505
Pasaribu Tobing,12,01,16,1201,120116
Pasarwajo (Pasar Wajo),74,04,11,7404,740411
Pasawahan,32,08,19,3208,320819
Pasawahan,32,14,10,3214,321410
Pasean,35,28,13,3528,352813
Paseh,32,04,35,3204,320435
Paseh,32,11,08,3211,321108
Pasekan,32,12,29,3212,321229
Pasema,95,03,13,9503,950313
Pasemah Air Keruh,16,11,07,1611,161107
Paser Belengkong (Pasir Belengkong),64,01,03,6401,640103
Pasi Kolaga,74,03,33,7403,740333
Pasi Raja (Pasie Raja),11,01,10,1101,110110
Pasie Raya,11,14,09,1114,111409
Pasilambena,73,01,09,7301,730109
Pasimarannu,73,01,07,7301,730107
Pasimasunggu (Pasimassunggu),73,01,06,7301,730106
Pasimasunggu Timur,73,01,10,7301,730110
Pasir Limau Kapas,14,07,06,1407,140706
Pasir Penyu,14,02,04,1402,140204
Pasir Putih,74,03,28,7403,740328
Pasir Putih,95,08,32,9508,950832
Pasir Sakti,18,07,19,1807,180719
Pasirian,35,08,04,3508,350804
Pasirjambu,32,04,38,3204,320438
Pasirkuda,32,03,32,3203,320332
Pasirwangi,32,05,08,3205,320508
Pasongsongan,35,29,13,3529,352913
Pasrepan,35,14,05,3514,351405
Pasrujambe (Pasujambe),35,08,11,3508,350811
Passi Barat,71,01,19,7101,710119
Passi Timur,71,01,22,7101,710122
Passue,93,03,08,9303,930308
Passue Bawah,93,03,14,9303,930314
Patampanua,73,15,05,7315,731505
Patamuan,13,05,16,1305,130516
Patangkep Tutui,62,13,03,6213,621303
Patani,82,02,02,8202,820202
Patani Barat,82,02,08,8202,820208
Patani Timur,82,02,10,8202,820210
Patani Utara,82,02,06,8202,820206
Pataruman,32,79,02,3279,327902
Patean,33,24,04,3324,332404
Patebon,33,24,14,3324,332414
Pati,33,18,10,3318,331810
Patia,36,01,24,3601,360124
Patianrowo,35,18,09,3518,351809
Patikraja,33,02,12,3302,330212
Patilanggio,75,04,06,7504,750406
Patimpeng,73,08,27,7308,730827
Patimuan,33,01,19,3301,330119
Patokbeusi,32,13,16,3213,321316
Patrang,35,09,20,3509,350920
Patrol,32,12,31,3212,321231
Pattalasang (Pattallassang),73,06,13,7306,730613
Pattallassang (Patallassang),73,05,07,7305,730507
Patuk,34,03,04,3403,340304
Patumbak,12,07,21,1207,120721
Pauh,15,03,04,1503,150304
Pauh,13,71,08,1371,137108
Pauh Duo,13,11,06,1311,131106
Paya Bakong,11,08,20,1108,110820
Payakumbuh,13,07,03,1307,130703
Payakumbuh Barat,13,76,01,1376,137601
Payakumbuh Selatan,13,76,05,1376,137605
Payakumbuh Timur,13,76,03,1376,137603
Payakumbuh Utara,13,76,02,1376,137602
Payangan,51,04,07,5104,510407
Payaraman,16,10,16,1610,161016
Payung,19,03,05,1903,190305
Payung,12,06,11,1206,120611
Payung Sekaki,14,71,11,1471,147111
Payung Sekaki,13,02,05,1302,130205
Pebayuran,32,16,13,3216,321613
Pecalungan,33,25,14,3325,332514
Pecangaan,33,20,02,3320,332002
Pedamaran,16,02,03,1602,160203
Pedamaran Timur,16,02,24,1602,160224
Pedan,33,10,12,3310,331012
Pedes,32,15,10,3215,321510
Pedongga,76,01,09,7601,760109
Pedurungan,33,74,06,3374,337406
Pegagan Hilir,12,11,09,1211,121109
Pegajahan,12,18,14,1218,121814
Pegandon,33,24,10,3324,332410
Pegantenan,35,28,07,3528,352807
Pegasing,11,04,07,1104,110407
Pejagoan,33,05,13,3305,330513
Pejarakan (Pajarakan),35,13,16,3513,351316
Pejawaran,33,04,15,3304,330415
Pekaitan,14,07,14,1407,140714
Pekalipan,32,74,04,3274,327404
Pekalongan,18,07,04,1807,180704
Pekalongan Barat,33,75,01,3375,337501
Pekalongan Selatan,33,75,04,3375,337504
Pekalongan Timur,33,75,02,3375,337502
Pekalongan Utara,33,75,03,3375,337503
Pekanbaru Kota,14,71,02,1471,147102
Pekat,52,05,06,5205,520506
Pekuncen,33,02,16,3302,330216
Pekutatan,51,01,03,5101,510103
Pelaihari,63,01,03,6301,630103
Pelalawan,14,05,06,1405,140506
Pelangiran,14,04,15,1404,140415
Pelawan,15,03,05,1503,150305
Pelayangan,15,71,05,1571,157105
Pelebaga,95,01,10,9501,950110
Pelepat,15,08,06,1508,150806
Pelepat Ilir,15,08,09,1508,150809
Peling Tengah,72,07,16,7207,720716
Pemahan,61,04,24,6104,610424
Pemalang,33,27,08,3327,332708
Pemali,19,01,05,1901,190105
Pemangkat,61,01,05,6101,610105
Pematang Bandar,12,08,21,1208,120821
Pematang Jaya,12,05,23,1205,120523
Pematang Karau,62,13,06,6213,621306
Pematang Sawa,18,06,16,1806,180616
Pematang Tiga,17,09,04,1709,170904
Pemayung,15,04,05,1504,150405
Pemenang,52,08,05,5208,520805
Pemulutan,16,10,05,1610,161005
Pemulutan Barat,16,10,10,1610,161010
Pemulutan Selatan,16,10,09,1610,161009
Penajam,64,09,01,6409,640901
Penanggalan,11,75,02,1175,117502
Penarik,17,06,10,1706,170610
Penawangan,33,15,03,3315,331503
Penawar Aji,18,05,23,1805,180523
Penawar Tama,18,05,13,1805,180513
Pendalian IV Koto,14,06,16,1406,140616
Pendopo,16,11,02,1611,161102
Pendopo Barat,16,11,10,1611,161110
Penebel,51,02,08,5102,510208
Penengahan,18,01,09,1801,180109
Pengabuan,15,06,03,1506,150603
Pengadegan,33,03,16,3303,330316
Pengandonan,16,01,08,1601,160108
Pengaron (Pengarom),63,03,09,6303,630309
Pengasih,34,01,07,3401,340107
Pengkadan (Batu Datu),61,06,21,6106,610621
Peninjauan,16,01,09,1601,160109
Penjaringan,31,72,01,3172,317201
Penrang,73,13,12,7313,731312
Penukal,16,12,03,1612,161203
Penukal Utara,16,12,02,1612,161202
Penyinggahan,64,07,13,6407,640713
Pepera,95,02,09,9502,950209
Perak,35,17,01,3517,351701
Peranap,14,02,05,1402,140205
Perbaungan,12,18,02,1218,121802
Percut Sei Tuan,12,07,26,1207,120726
Pergetteng Getteng Sengkut,12,15,05,1215,121505
Perhentian Raja,14,01,16,1401,140116
Periuk,36,71,08,3671,367108
Permata,11,17,02,1117,111702
Permata Intan,62,12,04,6212,621204
Permata Kecubung,62,08,05,6208,620805
Pesanggaran,35,10,01,3510,351001
Pesanggrahan,31,74,10,3174,317410
Pesantren,35,71,03,3571,357103
Pesisir Bukit,15,72,02,1572,157202
Pesisir Selatan,18,13,02,1813,181302
Pesisir Tengah,18,13,01,1813,181301
Pesisir Utara,18,13,04,1813,181304
Peso,65,01,07,6501,650107
Peso Hilir (Ilir),65,01,08,6501,650108
Petak Malai,62,06,12,6206,620612
Petanahan,33,05,04,3305,330504
Petang,51,03,04,5103,510304
Petarukan,33,27,10,3327,332710
Petasia,72,12,01,7212,721201
Petasia Barat,72,12,10,7212,721210
Petasia Timur,72,12,02,7212,721202
Peterongan,35,17,10,3517,351710
Petir,36,04,19,3604,360419
Petungkriyono (Petungkriono),33,26,04,3326,332604
Peudada,11,11,03,1111,111103
Peudawa,11,03,16,1103,110316
Peukan Bada,11,06,08,1106,110608
Peukan Baro,11,07,15,1107,110715
Peulimbang (Plimbang),11,11,12,1111,111112
Peunaron,11,03,24,1103,110324
Peundeuy,32,05,26,3205,320526
Peureulak,11,03,07,1103,110307
Peureulak Barat,11,03,18,1103,110318
Peureulak Timur,11,03,17,1103,110317
Peusangan,11,11,05,1111,111105
Peusangan Selatan,11,11,16,1111,111116
Peusangan Siblah Krueng,11,11,15,1111,111115
Piani,63,05,08,6305,630508
Picung,36,01,11,3601,360111
Pidie,11,07,16,1107,110716
Pija,95,08,27,9508,950827
Pilangkenceng,35,19,13,3519,351913
Pinang (Penang),36,71,11,3671,367111
Pinang Belapis,17,07,12,1707,170712
Pinang Raya,17,03,24,1703,170324
Pinangsori,12,01,04,1201,120104
Pineleng,71,02,13,7102,710213
Pinembani (Panembani),72,03,21,7203,720321
Pinggir,14,03,13,1403,140313
Pining (Pinding),11,13,05,1113,111305
Pino,17,01,03,1701,170103
Pino Raya (Pinoraya),17,01,06,1701,170106
Pinogaluman,71,08,06,7108,710806
Pinogu,75,03,18,7503,750318
Pinoh Selatan,61,10,09,6110,611009
Pinoh Utara,61,10,08,6110,611008
Pinolosian,71,11,03,7111,711103
Pinolosian Tengah,71,11,04,7111,711104
Pinolosian Timur,71,11,05,7111,711105
Pintu Pohan Meranti,12,12,05,1212,121205
Pintu Rime Gayo,11,17,01,1117,111701
Pinu Pahar (Pinupahar / Pirapahar),53,11,06,5311,531106
Pipikoro,72,10,07,7210,721007
Pirak Timur,11,08,24,1108,110824
Piramid,95,01,31,9501,950131
Pirime,95,07,02,9507,950702
Pisugi,95,01,25,9501,950125
Pitu,35,21,16,3521,352116
Pitu Riase,73,14,11,7314,731411
Pitu Riawa,73,14,10,7314,731410
Pitumpanua,73,13,10,7313,731310
Pituruh,33,06,11,3306,330611
Piyaiye,94,06,03,9406,940603
Piyungan,34,02,14,3402,340214
Plaju,16,71,14,1671,167114
Plakat Tinggi (Pelakat Tinggi),16,06,10,1606,160610
Plampang,52,04,13,5204,520413
Plandaan,35,17,15,3517,351715
Plantungan,33,24,01,3324,332401
Plaosan,35,20,07,3520,352007
Playen,34,03,03,3403,340303
Plemahan,35,06,16,3506,350616
Plered,32,09,36,3209,320936
Plered,32,14,04,3214,321404
Pleret,34,02,13,3402,340213
Ploso,35,17,14,3517,351714
Plosoklaten,35,06,09,3506,350609
Plumbon,32,09,18,3209,320918
Plumpang,35,23,17,3523,352317
Plupuh,33,14,02,3314,331402
Poasia,74,71,04,7471,747104
Poga,95,07,10,9507,950710
Pogalan,35,03,12,3503,350312
Poganeri,95,04,26,9504,950426
Pogoma,94,05,05,9405,940505
Pohjentrek,35,14,17,3514,351417
Poigar,71,01,20,7101,710120
Poiru,91,06,18,9106,910618
Polanharjo,33,10,17,3310,331017
Poleang,74,06,01,7406,740601
Poleang Barat,74,06,07,7406,740607
Poleang Selatan,74,06,11,7406,740611
Poleang Tengah,74,06,19,7406,740619
Poleang Tenggara,74,06,12,7406,740612
Poleang Timur,74,06,02,7406,740602
Poleang Utara,74,06,10,7406,740610
Polen,53,02,13,5302,530213
Polewali,76,04,04,7604,760404
Poli Polia,74,11,04,7411,741104
Polinggona,74,01,25,7401,740125
Pollung,12,16,02,1216,121602
Polokarto,33,11,07,3311,331107
Polongbangkeng Selatan (Polombangkeng),73,05,03,7305,730503
Polongbangkeng Timur,73,05,11,7305,730511
Polongbangkeng Utara (Polombangkeng),73,05,04,7305,730504
Pomalaa,74,01,07,7401,740107
Poncokusumo,35,07,07,3507,350707
Poncol,35,20,01,3520,352001
Poncowarno,33,05,25,3305,330525
Pondidaha,74,02,04,7402,740204
Pondok Aren,36,74,03,3674,367403
Pondok Kelapa,17,09,03,1709,170903
Pondok Kubang,17,09,09,1709,170909
Pondok Suguh,17,06,04,1706,170604
Pondok Tinggi,15,72,06,1572,157206
Pondokgede (Pondok Gede),32,75,08,3275,327508
Pondokmelati (Pondok Melati),32,75,12,3275,327512
Pondoksalam,32,14,16,3214,321416
Ponelo Kepulauan,75,05,08,7505,750508
Ponggok,35,05,06,3505,350506
Ponjong,34,03,10,3403,340310
Ponorogo,35,02,17,3502,350217
Ponrang,73,17,11,7317,731711
Ponrang Selatan,73,17,21,7317,731721
Ponre,73,08,11,7308,730811
Pontang,36,04,12,3604,360412
Pontianak Barat,61,71,03,6171,617103
Pontianak Kota,61,71,05,6171,617105
Pontianak Selatan,61,71,01,6171,617101
Pontianak Tenggara,61,71,06,6171,617106
Pontianak Timur,61,71,02,6171,617102
Pontianak Utara,61,71,04,6171,617104
Poom,91,05,05,9105,910505
Popayato,75,04,01,7504,750401
Popayato Barat,75,04,13,7504,750413
Popayato Timur,75,04,12,7504,750412
Popugoba,95,01,38,9501,950138
Porehu,74,08,12,7408,740812
Porong,35,15,04,3515,351504
Porsea,12,12,07,1212,121207
Portibi,12,20,06,1220,122006
Posigadan,71,11,02,7111,711102
Poso Kota,72,02,01,7202,720201
Poso Kota Selatan,72,02,21,7202,720221
Poso Kota Utara,72,02,22,7202,720222
Poso Pesisir,72,02,02,7202,720202
Poso Pesisir Selatan,72,02,19,7202,720219
Poso Pesisir Utara,72,02,18,7202,720218
Poto Tano,52,07,06,5207,520706
Prabumulih Barat,16,74,01,1674,167401
Prabumulih Selatan,16,74,06,1674,167406
Prabumulih Timur,16,74,02,1674,167402
Prabumulih Utara,16,74,05,1674,167405
Pracimantoro,33,12,01,3312,331201
Prafi,92,02,04,9202,920204
Pragaan,35,29,11,3529,352911
Prajekan,35,11,16,3511,351116
Prajuritkulon (Prajurit Kulon),35,76,01,3576,357601
Prambanan,34,04,09,3404,340409
Prambanan,33,10,01,3310,331001
Prambon,35,18,06,3518,351806
Prambon,35,15,02,3515,351502
Praya,52,02,01,5202,520201
Praya Barat,52,02,05,5202,520205
Praya Barat Daya,52,02,11,5202,520211
Praya Tengah,52,02,10,5202,520210
Praya Timur,52,02,06,5202,520206
Prembun,33,05,09,3305,330509
Prigen,35,14,10,3514,351410
Pringapus,33,22,15,3322,332215
Pringgabaya,52,03,08,5203,520308
Pringgarata,52,02,08,5202,520208
Pringgasela,52,03,12,5203,520312
Pringkuku,35,01,02,3501,350102
Pringsewu,18,10,01,1810,181001
Pringsurat,33,23,04,3323,332304
Pronggoli,95,03,24,9503,950324
Pronojiwo,35,08,02,3508,350802
Proppo,35,28,05,3528,352805
Pseksu,16,04,20,1604,160420
Pubian,18,02,19,1802,180219
Pucakwangi,33,18,05,3318,331805
Pucanglaban,35,04,12,3504,350412
Pucuk,35,24,13,3524,352413
Pucuk Rantau,14,09,15,1409,140915
Pudak,35,02,21,3502,350221
Puding Besar,19,01,08,1901,190108
Pugaan,63,09,09,6309,630909
Puger,35,09,08,3509,350908
Pugo Dagi,94,03,13,9403,940313
Pugung,18,06,11,1806,180611
Puhpelem,33,12,25,3312,331225
Pujananting,73,11,06,7311,731106
Pujer,35,11,05,3511,351105
Pujon,35,07,26,3507,350726
Pujud,14,07,08,1407,140708
Pujungan,65,02,03,6502,650203
Pujut,52,02,04,5202,520204
Pulau Banyak,11,10,01,1110,111001
Pulau Banyak Barat,11,10,16,1110,111016
Pulau Batang Dua,82,71,05,8271,827105
Pulau Beringin,16,09,02,1609,160902
Pulau Besar (Pulaubesar),19,03,07,1903,190307
Pulau Burung,14,04,17,1404,140417
Pulau Derawan,64,03,07,6403,640307
Pulau Dullah Selatan,81,72,02,8172,817202
Pulau Dullah Utara,81,72,01,8172,817201
Pulau Ende,53,08,02,5308,530802
Pulau Gebe,82,02,03,8202,820203
Pulau Gorom,81,05,04,8105,810504
Pulau Hanaut,62,02,09,6202,620209
Pulau Haruku,81,01,13,8101,810113
Pulau Hiri,82,71,07,8271,827107
Pulau Kurudu,91,05,13,9105,910513
Pulau Lakor,81,08,12,8108,810812
Pulau Laut,21,03,10,2103,210310
Pulau Laut Barat (Pulaulaut Barat),63,02,02,6302,630202
Pulau Laut Kepulauan (Pulaulaut Kepulauan),63,02,20,6302,630220
Pulau Laut Selatan (Pulaulaut Selatan),63,02,03,6302,630203
Pulau Laut Tanjung Selayar,63,02,21,6302,630221
Pulau Laut Tengah (Pulaulaut Tengah),63,02,16,6302,630216
Pulau Laut Timur (Pulaulaut Timur),63,02,04,6302,630204
Pulau Laut Utara (Pulaulaut Utara),63,02,06,6302,630206
Pulau Leti (Letti Moa Lakor),81,08,08,8108,810808
Pulau Makian,82,04,01,8204,820401
Pulau Malan,62,06,04,6206,620604
Pulau Masela,81,08,09,8108,810809
Pulau Maya (Pulau Maya Karimata),61,11,04,6111,611104
Pulau Panggung,18,06,04,1806,180604
Pulau Panjang,81,05,09,8105,810509
Pulau Panjang,21,03,23,2103,210323
Pulau Petak,62,03,06,6203,620306
Pulau Pisang (Pulaupisang),18,13,06,1813,181306
Pulau Punjung,13,10,02,1310,131002
Pulau Pura,53,05,11,5305,530511
Pulau Rakyat,12,09,14,1209,120914
Pulau Rao,82,07,06,8207,820706
Pulau Rimau,16,07,04,1607,160704
Pulau Sebuku (Pulausebuku),63,02,05,6302,630205
Pulau Seluan,21,03,24,2103,210324
Pulau Sembilan,73,07,09,7307,730709
Pulau Sembilan (Pulausembilan),63,02,01,6302,630201
Pulau Ternate,82,71,01,8271,827101
Pulau Tiga,21,03,11,2103,210311
Pulau Tiga,93,04,12,9304,930412
Pulau Tiga Barat,21,03,21,2103,210321
Pulau Wetang,81,08,11,8108,810811
Pulau Yerui,91,05,14,9105,910514
Pulau-Pulau Aru,81,07,01,8107,810701
Pulau-pulau Babar Timur,81,08,05,8108,810805
Pulau-Pulau Batu,12,14,05,1214,121405
Pulau-Pulau Batu Barat,12,14,29,1214,121429
Pulau-Pulau Batu Timur,12,14,16,1214,121416
Pulau-Pulau Batu Utara,12,14,30,1214,121430
Pulau-Pulau Kur,81,72,04,8172,817204
Pulaulaut Sigam,63,02,22,6302,630222
Pulaumerbau,14,10,06,1410,141006
Pulaupinang (Pulau Pinang),16,04,08,1604,160408
Puldama,95,03,30,9503,950330
Pule,35,03,03,3503,350303
Pulo Aceh,11,06,13,1106,110613
Pulo Ampel,36,04,08,3604,360408
Pulo Bandring,12,09,30,1209,120930
Pulogadung (Pulo Gadung),31,75,02,3175,317502
Pulokulon,33,15,06,3315,331506
Pulomerak,36,72,03,3672,367203
Pulosari,36,01,32,3601,360132
Pulosari,33,27,02,3327,332702
Pulubala,75,01,16,7501,750116
Pulung,35,02,07,3502,350207
Pulutan,71,04,15,7104,710415
Puncak Sorik Marapi,12,13,20,1213,121320
Puncu,35,06,08,3506,350608
Pundong,34,02,04,3402,340204
Punduh Pidada,18,09,06,1809,180906
Punggelan,33,04,12,3304,330412
Pungging,35,16,06,3516,351606
Punggur,18,02,06,1802,180206
Punung,35,01,03,3501,350103
Pupuan,51,02,10,5102,510210
Purabaya,32,02,38,3202,320238
Purba,12,08,14,1208,120814
Purba Tua (Purbatua),12,02,08,1202,120208
Purbalingga,33,03,05,3303,330305
Purbaratu,32,78,10,3278,327810
Purbolinggo,18,07,08,1807,180708
Pureman,53,05,13,5305,530513
Puri,35,16,11,3516,351611
Puriala,74,02,17,7402,740217
Puring,33,05,03,3305,330503
Puring Kencana,61,06,23,6106,610623
Purwadadi,32,07,35,3207,320735
Purwadadi,32,13,06,3213,321306
Purwaharja,32,79,03,3279,327903
Purwakarta,36,72,07,3672,367207
Purwakarta,32,14,01,3214,321401
Purwanegara (Purwonegoro),33,04,04,3304,330404
Purwantoro,33,12,17,3312,331217
Purwasari,32,15,29,3215,321529
Purwoasri,35,06,15,3506,350615
Purwodadi,33,15,13,3315,331513
Purwodadi,33,06,03,3306,330603
Purwodadi,35,14,01,3514,351401
Purwodadi,16,05,13,1605,160513
Purwoharjo,35,10,03,3510,351003
Purwojati,33,02,13,3302,330213
Purwokerto Barat,33,02,25,3302,330225
Purwokerto Selatan,33,02,24,3302,330224
Purwokerto Timur,33,02,26,3302,330226
Purwokerto Utara,33,02,27,3302,330227
Purworeja Klampok (Purworejo Klampok),33,04,02,3304,330402
Purworejo,33,06,06,3306,330606
Purworejo,35,75,02,3575,357502
Purwosari,35,14,08,3514,351408
Purwosari,34,03,18,3403,340318
Purwosari,35,22,18,3522,352218
